,LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,Unnamed: 15,PARAM_TYPE,NOTE
6567,,,,,,8113,Resp. Rate,,chartevents,2,,,,,carevue,,,
6568,,,,,,1034,RA SAT,,chartevents,2,,,,,carevue,,,
6569,,,,,,2767,Mixed Venous SaO2,,chartevents,2,,,,,carevue,,,
6570,,,,,,5896,VEN0US O2 SAT,,chartevents,2,,,,,carevue,,,
6571,,,,,,7063,VENOUS SAT,,chartevents,2,,,,,carevue,,,
6572,,,,,,7440,walking o2 sat,,chartevents,2,,,,,carevue,,,
6573,,,,,,7812,Pre duct sat,,chartevents,2,,,,,carevue,,,
6574,,,,,,42111,ANGIO FOLEY URINE,,outputevents,2,,,,,carevue,,,
6575,,,,,,42394,CC6OUTPUT,,outputevents,2,,,,,carevue,,,
6576,,,,,,42510,Urine in cath lab,,outputevents,2,,,,,carevue,,,
6577,,,,,,42592,VICU URINE OUT,,outputevents,2,,,,,carevue,,,
6578,,,,,,42666,E.R. URINE OUT,,outputevents,2,,,,,carevue,,,
6579,,,,,,42765,FARR 6 URINE OUT,,outputevents,2,,,,,carevue,,,
6580,,,,,,42892,EW URINE OUT,,outputevents,2,,,,,carevue,,,
6581,,,,,,43053,URINE OUT,,outputevents,2,,,,,carevue,,,
6582,,,,,,43057,FARR 6 URINE,,outputevents,2,,,,,carevue,,,
6583,,,,,,43333,urine cc's/k/hr,,outputevents,2,,,,,carevue,,,
6584,,,,,,43347,urine cc/kg,,outputevents,2,,,,,carevue,,,
6585,,,,,,43372,24hr urine output,,outputevents,2,,,,,carevue,,,
6586,,,,,,43374,URINE CC?KG?HR,,outputevents,2,,,,,carevue,,,
6587,,,,,,43576,24hr Urine cc/kg/hr,,outputevents,2,,,,,carevue,,,
6588,,,,,,43633,"Urine,cc/kg/day",,outputevents,2,,,,,carevue,,,
6589,,,,,,43638,urine output cc/k/hr,,outputevents,2,,,,,carevue,,,
6590,,,,,,43856,urine cc/k/ghr,,outputevents,2,,,,,carevue,,,
6591,,,,,,43897,urine in er.,,outputevents,2,,,,,carevue,,,
6592,,,,,,43931,Floor urine out,,outputevents,2,,,,,carevue,,,
6593,,,,,,43987,urine out or,,outputevents,2,,,,,carevue,,,
6594,,,,,,44103,ER urine out,,outputevents,2,,,,,carevue,,,
6595,,,,,,44237,E.R. urine out,,outputevents,2,,,,,carevue,,,
6596,,,,,,44253,Urine out angio,,outputevents,2,,,,,carevue,,,
6597,,,,,,44278,ER urine,,outputevents,2,,,,,carevue,,,
6598,,,,,,44313,f10 urine,,outputevents,2,,,,,carevue,,,
6599,,,,,,44325,ED URINE OUTPUT,,outputevents,2,,,,,carevue,,,
6600,,,,,,44506,farr7-output/urine,,outputevents,2,,,,,carevue,,,
6601,,,,,,44706,urine output,,outputevents,2,,,,,carevue,,,
6602,,,,,,44837,ED URINE,,outputevents,2,,,,,carevue,,,
6603,,,,,,44911,urine output farr-10,,outputevents,2,,,,,carevue,,,
6604,,,,,,45415,ED Urine OUT,,outputevents,2,,,,,carevue,,,
6605,,,,,,45786,outpt uo,,outputevents,2,,,,,carevue,,,
6606,,,,,,45804,URINE OUTPUT-E.D.,,outputevents,2,,,,,carevue,,,
6607,,,,,,45841,bladder irrig/urine,,outputevents,2,,,,,carevue,,,
6608,,,,,,45991,ew-urine output,,outputevents,2,,,,,carevue,,,
6609,,,,,,46180,urine out-angio,,outputevents,2,,,,,carevue,,,
6610,,,,,,46578,URINE OUTPUT-ER,,outputevents,2,,,,,carevue,,,
6611,,,,,,46658,ED Urine output,,outputevents,2,,,,,carevue,,,
6612,,,,,,46748,Cath Lab Urine Out,,outputevents,2,,,,,carevue,,,
6613,,,,,,46804,Farr  5 urine,,outputevents,2,,,,,carevue,,,
6614,,,,,,587,Qs/Qt,,chartevents,2,,,,,carevue,,,
6615,,,,,,942,BLOOD CULTURES,,chartevents,2,,,,,carevue,,,
6616,,,,,,1035,WEDGE SAT,,chartevents,2,,,,,carevue,,,
6617,,,,,,1069,seizure activity,,chartevents,2,,,,,carevue,,,
6618,,,,,,1096,Auto-PEEP level,,chartevents,2,,,,,carevue,,,
6619,,,,,,1103,cvp,,chartevents,2,,,,,carevue,,,
6620,,,,,,1204,Bias Flow,,chartevents,2,,,,,carevue,,,
6621,,,,,,1225,check bruit l arm,,chartevents,2,,,,,carevue,,,
6622,,,,,,1228,aerosol mask,,chartevents,2,,,,,carevue,,,
6623,,,,,,1314,r leg drsg change,,chartevents,2,,,,,carevue,,,
6624,,,,,,1360,face mask 02%,,chartevents,2,,,,,carevue,,,
6625,,,,,,1362,mg Versed IV,,chartevents,2,,,,,carevue,,,
6626,,,,,,1364,ALCOHOL BATH,,chartevents,2,,,,,carevue,,,
6627,,,,,,1387,Multipodus Splints,,chartevents,2,,,,,carevue,,,
6628,,,,,,1412,fentanyl iv,,chartevents,2,,,,,carevue,,,
6629,,,,,,1413,midazolin iv,,chartevents,2,,,,,carevue,,,
6630,,,,,,1414,rubinol,,chartevents,2,,,,,carevue,,,
6631,,,,,,1415,robinul,,chartevents,2,,,,,carevue,,,
6632,,,,,,1448,Vd/Vt:,,chartevents,2,,,,,carevue,,,
6633,,,,,,1450,level one,,chartevents,2,,,,,carevue,,,
6634,,,,,,1494,r nare-saline irrign,,chartevents,2,,,,,carevue,,,
6635,,,,,,1504,High min. volume,,chartevents,2,,,,,carevue,,,
6636,,,,,,1543,chest tube drsg.,,chartevents,2,,,,,carevue,,,
6637,,,,,,1553,flank drsg change,,chartevents,2,,,,,carevue,,,
6638,,,,,,1555,Apnea Interval,,chartevents,2,,,,,carevue,,,
6639,,,,,,1606,spinal precautions,,chartevents,2,,,,,carevue,,,
6640,,,,,,1680,flush catheter,,chartevents,2,,,,,carevue,,,
6641,,,,,,1732,Hair washed,,chartevents,2,,,,,carevue,,,
6642,,,,,,1741,Auto Tube Comp,,chartevents,2,,,,,carevue,,,
6643,,,,,,1835,Heparin level,,chartevents,2,,,,,carevue,,,
6644,,,,,,1838,Lithium level,,chartevents,2,,,,,carevue,,,
6645,,,,,,1887,Neo 120mg/250ml,,chartevents,2,,,,,carevue,,,
6646,,,,,,1946,fsbs,,chartevents,2,,,,,carevue,,,
6647,,,,,,2060,Disconnect alarm.,,chartevents,2,,,,,carevue,,,
6648,,,,,,2130,NO tank PSI,,chartevents,2,,,,,carevue,,,
6649,,,,,,2140,Glucagon,,chartevents,2,,,,,carevue,,,
6650,,,,,,2319,low exhaled min. vol,,chartevents,2,,,,,carevue,,,
6651,,,,,,2421,QT interval,,chartevents,2,,,,,carevue,,,
6652,,,,,,2434,CAGLUCONATE2GMS/L.,,chartevents,2,,,,,carevue,,,
6653,,,,,,2497,cisatricurium/mc/k/m,,chartevents,2,,,,,carevue,,,
6654,,,,,,2563,abd girth,,chartevents,2,,,,,carevue,,,
6655,,,,,,2647,art mean,,chartevents,2,,,,,carevue,,,
6656,,,,,,2684,Cisat mcg/kg/hr,,chartevents,2,,,,,carevue,,,
6657,,,,,,2788,ABD GIRTH,,chartevents,2,,,,,carevue,,,
6658,,,,,,2934,high minute ven    n,,chartevents,2,,,,,carevue,,,
6659,,,,,,2972,LOW MIN VOL,,chartevents,2,,,,,carevue,,,
6660,,,,,,2989,APOTININ CC/HR,,chartevents,2,,,,,carevue,,,
6661,,,,,,3031,t high,,chartevents,2,,,,,carevue,,,
6662,,,,,,3032,t low,,chartevents,2,,,,,carevue,,,
6663,,,,,,3074,TRF   200-400,,chartevents,2,,,,,carevue,,,
6664,,,,,,3075,calTIBC  264-432,,chartevents,2,,,,,carevue,,,
6665,,,,,,3097,lf flap pulse,,chartevents,2,,,,,carevue,,,
6666,,,,,,3105,HIGH MIN.VOL.,,chartevents,2,,,,,carevue,,,
6667,,,,,,3107,INS time,,chartevents,2,,,,,carevue,,,
6668,,,,,,3111,cpap level,,chartevents,2,,,,,carevue,,,
6669,,,,,,3167,Drive Pres,,chartevents,2,,,,,carevue,,,
6670,,,,,,3194,lab svo2,,chartevents,2,,,,,carevue,,,
6671,,,,,,3258,d10w,,chartevents,2,,,,,carevue,,,
6672,,,,,,4944,hearing,,chartevents,2,,,,,carevue,,,
6673,,,,,,5392,D10W bolus,,chartevents,2,,,,,carevue,,,
6674,,,,,,5442,pic line placement,,chartevents,2,,,,,carevue,,,
6675,,,,,,5468,PIC line placement,,chartevents,2,,,,,carevue,,,
6676,,,,,,5634,Vidalin,,chartevents,2,,,,,carevue,,,
6677,,,,,,5659,D5W & 40Gm CaGluc,,chartevents,2,,,,,carevue,,,
6678,,,,,,5696,p Hi,,chartevents,2,,,,,carevue,,,
6679,,,,,,5704,g-tube flush,,chartevents,2,,,,,carevue,,,
6680,,,,,,5710,inital bath,,chartevents,2,,,,,carevue,,,
6681,,,,,,5712,orogastric sxn,,chartevents,2,,,,,carevue,,,
6682,,,,,,5719,mucumyst,,chartevents,2,,,,,carevue,,,
6683,,,,,,5722,AV fistula T/B,,chartevents,2,,,,,carevue,,,
6684,,,,,,5751,PRBCs,,chartevents,2,,,,,carevue,,,
6685,,,,,,5781,Lab results,,chartevents,2,,,,,carevue,,,
6686,,,,,,5793,DTR,,chartevents,2,,,,,carevue,,,
6687,,,,,,5835,Hep B vac,,chartevents,2,,,,,carevue,,,
6688,,,,,,5849,Hep B vaccination,,chartevents,2,,,,,carevue,,,
6689,,,,,,5852,Multi-Podus,,chartevents,2,,,,,carevue,,,
6690,,,,,,5898,urine na,,chartevents,2,,,,,carevue,,,
6691,,,,,,5956,Cardiologist visit,,chartevents,2,,,,,carevue,,,
6692,,,,,,5963,ceftaxime,,chartevents,2,,,,,carevue,,,
6693,,,,,,5964,Autopeep,,chartevents,2,,,,,carevue,,,
6694,,,,,,5967,PROM,,chartevents,2,,,,,carevue,,,
6695,,,,,,5977,labs drawn,,chartevents,2,,,,,carevue,,,
6696,,,,,,5978,qtc,,chartevents,2,,,,,carevue,,,
6697,,,,,,5983,Fungal Blood cx,,chartevents,2,,,,,carevue,,,
6698,,,,,,6001,Rebound bili,,chartevents,2,,,,,carevue,,,
6699,,,,,,6008,SPUTUM INDUCTION,,chartevents,2,,,,,carevue,,,
6700,,,,,,6011,P Hi,,chartevents,2,,,,,carevue,,,
6701,,,,,,6016,Neo Bili,,chartevents,2,,,,,carevue,,,
6702,,,,,,6017,metabolic labs,,chartevents,2,,,,,carevue,,,
6703,,,,,,6018,PIC line placed,,chartevents,2,,,,,carevue,,,
6704,,,,,,6022,Critic Aide,,chartevents,2,,,,,carevue,,,
6705,,,,,,6030,Face,,chartevents,2,,,,,carevue,,,
6706,,,,,,6043,surface cultures,,chartevents,2,,,,,carevue,,,
6707,,,,,,6045,1-10 ML 20% MUCOMYST,,chartevents,2,,,,,carevue,,,
6708,,,,,,6052,"Neonatal bili, lytes",,chartevents,2,,,,,carevue,,,
6709,,,,,,6062,J-tube,,chartevents,2,,,,,carevue,,,
6710,,,,,,6071,Hep B Imm Globulin,,chartevents,2,,,,,carevue,,,
6711,,,,,,6087,PMV Trial,,chartevents,2,,,,,carevue,,,
6712,,,,,,6094,line placement,,chartevents,2,,,,,carevue,,,
6713,,,,,,6096,MV-HI,,chartevents,2,,,,,carevue,,,
6714,,,,,,6117,wound drsg changes,,chartevents,2,,,,,carevue,,,
6715,,,,,,6120,IV Lasix,,chartevents,2,,,,,carevue,,,
6716,,,,,,6154,pnuemogram,,chartevents,2,,,,,carevue,,,
6717,,,,,,6157,Hep Flush 10u/cc,,chartevents,2,,,,,carevue,,,
6718,,,,,,6175,Coag bld wk,,chartevents,2,,,,,carevue,,,
6719,,,,,,6183,aorta axillary graft,,chartevents,2,,,,,carevue,,,
6720,,,,,,6197,cap gas,,chartevents,2,,,,,carevue,,,
6721,,,,,,6198,CAP GAS,,chartevents,2,,,,,carevue,,,
6722,,,,,,6204,urine for CMV,,chartevents,2,,,,,carevue,,,
6723,,,,,,6211,BILI & LYTES,,chartevents,2,,,,,carevue,,,
6724,,,,,,6216,hi flow O2,,chartevents,2,,,,,carevue,,,
6725,,,,,,6223,tank-A,,chartevents,2,,,,,carevue,,,
6726,,,,,,6224,Tank-b,,chartevents,2,,,,,carevue,,,
6727,,,,,,6232,reg insulin,,chartevents,2,,,,,carevue,,,
6728,,,,,,6271,Subgaliel tap,,chartevents,2,,,,,carevue,,,
6729,,,,,,6275,GI tube #3,,chartevents,2,,,,,carevue,,,
6730,,,,,,6285,right nephrost irrig,,chartevents,2,,,,,carevue,,,
6731,,,,,,6290,Bath & shampoo,,chartevents,2,,,,,carevue,,,
6732,,,,,,6294,FETAL HR BY L&D RN,,chartevents,2,,,,,carevue,,,
6733,,,,,,6306,Sclera,,chartevents,2,,,,,carevue,,,
6734,,,,,,6313,catherization,,chartevents,2,,,,,carevue,,,
6735,,,,,,6319,bronched,,chartevents,2,,,,,carevue,,,
6736,,,,,,6434,RSBI,,chartevents,2,,,,,carevue,,,
6737,,,,,,6470,CA GLUCONATE,,chartevents,2,,,,,carevue,,,
6738,,,,,,6688,High NO alarm,,chartevents,2,,,,,carevue,,,
6739,,,,,,6689,High NO2 alarm,,chartevents,2,,,,,carevue,,,
6740,,,,,,6725,SSI HumR #u,,chartevents,2,,,,,carevue,,,
6741,,,,,,6817,mixed venous,,chartevents,2,,,,,carevue,,,
6742,,,,,,6889,PEEP Sigh level,,chartevents,2,,,,,carevue,,,
6743,,,,,,6895,hepatic drain,,chartevents,2,,,,,carevue,,,
6744,,,,,,6969,APROTININ  ML/HR,,chartevents,2,,,,,carevue,,,
6745,,,,,,7025,PTPEXP,,chartevents,2,,,,,carevue,,,
6746,,,,,,7026,PTPinsp,,chartevents,2,,,,,carevue,,,
6747,,,,,,7088,Right Fem site,,chartevents,2,,,,,carevue,,,
6748,,,,,,7124,Low pressure Alarm,,chartevents,2,,,,,carevue,,,
6749,,,,,,7158,AMIODARONE CC/HR,,chartevents,2,,,,,carevue,,,
6750,,,,,,7294,BNP,,chartevents,2,,,,,carevue,,,
6751,,,,,,7345,D5 1/2ns w/20meq kcl,,chartevents,2,,,,,carevue,,,
6752,,,,,,7364,I/S,,chartevents,2,,,,,carevue,,,
6753,,,,,,7403,Volume/SIMV with PSV,,chartevents,2,,,,,carevue,,,
6754,,,,,,7435,Cyclosporine   mg/hr,,chartevents,2,,,,,carevue,,,
6755,,,,,,7607,Tranpul. Insp Hold,,chartevents,2,,,,,carevue,,,
6756,,,,,,7608,Transpul. End Exhal.,,chartevents,2,,,,,carevue,,,
6757,,,,,,7638,Driving Pressure:,,chartevents,2,,,,,carevue,,,
6758,,,,,,7720,FBS,,chartevents,2,,,,,carevue,,,
6759,,,,,,7765,bladder scanner,,chartevents,2,,,,,carevue,,,
6760,,,,,,7777,Ptp Exp.,,chartevents,2,,,,,carevue,,,
6761,,,,,,7949,Calcium for CVVH,,chartevents,2,,,,,carevue,,,
6762,,,,,,8048,C.O.,,chartevents,2,,,,,carevue,,,
6763,,,,,,8152,T.disconnect,,chartevents,2,,,,,carevue,,,
6764,,,,,,8177,Ionized calcium,,chartevents,2,,,,,carevue,,,
6765,,,,,,8301,Recruitment pressure,,chartevents,2,,,,,carevue,,,
6766,,,,,,40647,THOROCENTESIS FLUID,,outputevents,2,,,,,carevue,,,
6767,,,,,,40727,gastric,,outputevents,2,,,,,carevue,,,
6768,,,,,,40892,Pleuracentesis,,outputevents,2,,,,,carevue,,,
6769,,,,,,40904,GU  total output,,outputevents,2,,,,,carevue,,,
6770,,,,,,40910,PERITONEAL DIALYSIS,,outputevents,2,,,,,carevue,,,
6771,,,,,,41036,R thoracentesis,,outputevents,2,,,,,carevue,,,
6772,,,,,,41148,Kg removed,,outputevents,2,,,,,carevue,,,
6773,,,,,,41190,Neuro Angio Output,,outputevents,2,,,,,carevue,,,
6774,,,,,,41202,Pleural Fld,,outputevents,2,,,,,carevue,,,
6775,,,,,,41258,Gastric Ewald,,outputevents,2,,,,,carevue,,,
6776,,,,,,41510,TOTAL OUT FOLEY BAG,,outputevents,2,,,,,carevue,,,
6777,,,,,,41681,chest tube BEFORE OR,,outputevents,2,,,,,carevue,,,
6778,,,,,,41717,CO output,,outputevents,2,Free Form Intake,,,,carevue,,,
6779,,,,,,41748,output from midnight,,outputevents,2,,,,,carevue,,,
6780,,,,,,41749,total out since mn,,outputevents,2,,,,,carevue,,,
6781,,,,,,41751,TOTAL OUT ON PAPER T,,outputevents,2,,,,,carevue,,,
6782,,,,,,41758,FLOOR OUTPUT,,outputevents,2,Free Form Intake,,,,carevue,,,
6783,,,,,,41778,IR output,,outputevents,2,,,,,carevue,,,
6784,,,,,,41803,troracentesis output,,outputevents,2,,,,,carevue,,,
6785,,,,,,41838,Chest Tube In,,outputevents,2,Free Form Intake,,,,carevue,,,
6786,,,,,,41842,Dialysis Output.,,outputevents,2,,,,,carevue,,,
6787,,,,,,41897,CVVH OUTPUT FROM OR,,outputevents,2,,,,,carevue,,,
6788,,,,,,41920,ANGIO OUTPUT,,outputevents,2,,,,,carevue,,,
6789,,,,,,41988,SUBDURAL DRAIN,,outputevents,2,,,,,carevue,,,
6790,,,,,,42093,JP DRAIN/R LEG,,outputevents,2,,,,,carevue,,,
6791,,,,,,42094,R PLEURAL TAP,,outputevents,2,,,,,carevue,,,
6792,,,,,,42095,METROWEST OUTPUT,,outputevents,2,,,,,carevue,,,
6793,,,,,,42129,ANGIOOUT,,outputevents,2,,,,,carevue,,,
6794,,,,,,42178,LP drainage,,outputevents,2,,,,,carevue,,,
6795,,,,,,42181,r.pleural tap,,outputevents,2,,,,,carevue,,,
6796,,,,,,42222,NGT,,outputevents,2,Free Form Intake,,,,carevue,,,
6797,,,,,,42253,or pleural tap,,outputevents,2,,,,,carevue,,,
6798,,,,,,42289,dialysis off,,outputevents,2,,,,,carevue,,,
6799,,,,,,42397,pleural fld,,outputevents,2,,,,,carevue,,,
6800,,,,,,42403,er output,,outputevents,2,,,,,carevue,,,
6801,,,,,,42417,NEURO-RAD OUT,,outputevents,2,,,,,carevue,,,
6802,,,,,,42441,farr 7 output,,outputevents,2,,,,,carevue,,,
6803,,,,,,42473,thoracentesis left,,outputevents,2,,,,,carevue,,,
6804,,,,,,42482,L PLEURALCENTESIS,,outputevents,2,,,,,carevue,,,
6805,,,,,,42530,farr 5 emesis,,outputevents,2,,,,,carevue,,,
6806,,,,,,42549,Farr 5 output,,outputevents,2,,,,,carevue,,,
6807,,,,,,42555,CAPD Output,,outputevents,2,,,,,carevue,,,
6808,,,,,,42625,parascentesis,,outputevents,2,,,,,carevue,,,
6809,,,,,,42632,O.R. OUT OTHER,,outputevents,2,,,,,carevue,,,
6810,,,,,,42635,OSTOMY FROM INCISION,,outputevents,2,,,,,carevue,,,
6811,,,,,,42649,EW output,,outputevents,2,,,,,carevue,,,
6812,,,,,,42650,PLEURAL EFFUSION,,outputevents,2,,,,,carevue,,,
6813,,,,,,42659,farr 2 output,,outputevents,2,,,,,carevue,,,
6814,,,,,,42746,output in er,,outputevents,2,,,,,carevue,,,
6815,,,,,,42773,Floor Output,,outputevents,2,,,,,carevue,,,
6816,,,,,,42789,Drain Out #5 Tap,,outputevents,2,,,,,carevue,,,
6817,,,,,,42794,Pheresis - Out,,outputevents,2,,,,,carevue,,,
6818,,,,,,42840,FARR 5 OUT,,outputevents,2,,,,,carevue,,,
6819,,,,,,42868,hemodialysis off,,outputevents,2,,,,,carevue,,,
6820,,,,,,42877,LEFT PLEURAL EFFUSIN,,outputevents,2,,,,,carevue,,,
6821,,,,,,42904,ABD TAP,,outputevents,2,,,,,carevue,,,
6822,,,,,,42943,I.R. output,,outputevents,2,Free Form Intake,,,,carevue,,,
6823,,,,,,42957,Angio OUT,,outputevents,2,,,,,carevue,,,
6824,,,,,,42986,LEFT PLEURAL TAP,,outputevents,2,,,,,carevue,,,
6825,,,,,,43019,hd out:,,outputevents,2,,,,,carevue,,,
6826,,,,,,43027,RIGHT PLEURAL TAP,,outputevents,2,,,,,carevue,,,
6827,,,,,,43064,PACU ngt out,,outputevents,2,,,,,carevue,,,
6828,,,,,,43074,er ngt output,,outputevents,2,,,,,carevue,,,
6829,,,,,,43098,hemodialysis crystal,,outputevents,2,Free Form Intake,,,,carevue,,,
6830,,,,,,43142,abd. cyst drain,,outputevents,2,,,,,carevue,,,
6831,,,,,,43386,BMFSPO+2HMF,,outputevents,2,Free Form Intake,,,,carevue,,,
6832,,,,,,43464,BMFSPO+ 4 HMF,,outputevents,2,Free Form Intake,,,,carevue,,,
6833,,,,,,43684,NG TUBE,,outputevents,2,,,,,carevue,,,
6834,,,,,,43703,ULTRAFILTRATE,,outputevents,2,,,,,carevue,,,
6835,,,,,,43721,tube fgs on floor,,outputevents,2,Free Form Intake,,,,carevue,,,
6836,,,,,,43730,rlq drainage,,outputevents,2,,,,,carevue,,,
6837,,,,,,43734,OR PSUEDOCYST DRAIN,,outputevents,2,,,,,carevue,,,
6838,,,,,,43762,Blood out,,outputevents,2,,,,,carevue,,,
6839,,,,,,43800,FARR 10 OUTPUT TOTAL,,outputevents,2,,,,,carevue,,,
6840,,,,,,43841,LEFT PLEURAL FLUID,,outputevents,2,,,,,carevue,,,
6841,,,,,,43851,ETT out,,outputevents,2,,,,,carevue,,,
6842,,,,,,43857,chest tube dsg,,outputevents,2,,,,,carevue,,,
6843,,,,,,43925,Paracentesis site.,,outputevents,2,,,,,carevue,,,
6844,,,,,,43933,pleural,,outputevents,2,,,,,carevue,,,
6845,,,,,,43941,dialysis/intake,,outputevents,2,Free Form Intake,,,,carevue,,,
6846,,,,,,43988,Drain Out #4 Jejunostomy Tube,,outputevents,2,,,,,carevue,,,
6847,,,,,,44015,Neuro Angio Outake,,outputevents,2,,,,,carevue,,,
6848,,,,,,44026,PEG GRAVITY DRAIN,,outputevents,2,,,,,carevue,,,
6849,,,,,,44032,paracentesis removal,,outputevents,2,,,,,carevue,,,
6850,,,,,,44046,Angio Out,,outputevents,2,,,,,carevue,,,
6851,,,,,,44055,PD OUT,,outputevents,2,,,,,carevue,,,
6852,,,,,,44140,Thoracentesis tap,,outputevents,2,,,,,carevue,,,
6853,,,,,,44157,OR EMESIS,,outputevents,2,,,,,carevue,,,
6854,,,,,,44187,Blood emesis,,outputevents,2,Free Form Intake,,,,carevue,,,
6855,,,,,,44208,r pleural tap,,outputevents,2,,,,,carevue,,,
6856,,,,,,44231,Angio output,,outputevents,2,,,,,carevue,,,
6857,,,,,,44266,Stool out,,outputevents,2,Free Form Intake,,,,carevue,,,
6858,,,,,,44295,HD REMOVED,,outputevents,2,,,,,carevue,,,
6859,,,,,,44347,JP SITE,,outputevents,2,,,,,carevue,,,
6860,,,,,,44368,PERITONEAL DRAIN,,outputevents,2,,,,,carevue,,,
6861,,,,,,44371,ER OUT,,outputevents,2,,,,,carevue,,,
6862,,,,,,44428,Acities removed,,outputevents,2,,,,,carevue,,,
6863,,,,,,44475,NGT residual,,outputevents,2,,,,,carevue,,,
6864,,,,,,44520,farr 10 out,,outputevents,2,,,,,carevue,,,
6865,,,,,,44563,floor ttube out,,outputevents,2,,,,,carevue,,,
6866,,,,,,44569,toracocentesis,,outputevents,2,,,,,carevue,,,
6867,,,,,,44587,pleural tap output,,outputevents,2,,,,,carevue,,,
6868,,,,,,44604,GI UNIT OUTPUT,,outputevents,2,,,,,carevue,,,
6869,,,,,,44643,ER Output,,outputevents,2,,,,,carevue,,,
6870,,,,,,44662,THARACENTESIS,,outputevents,2,,,,,carevue,,,
6871,,,,,,44670,F10 JP OUTPUT,,outputevents,2,,,,,carevue,,,
6872,,,,,,44714,OSH output,,outputevents,2,,,,,carevue,,,
6873,,,,,,44727,replogle output,,outputevents,2,,,,,carevue,,,
6874,,,,,,44732,JP Site,,outputevents,2,,,,,carevue,,,
6875,,,,,,44857,dialysis- fluid off,,outputevents,2,,,,,carevue,,,
6876,,,,,,44884,or ngt,,outputevents,2,,,,,carevue,,,
6877,,,,,,44901,Dialysis Removed,,outputevents,2,,,,,carevue,,,
6878,,,,,,44914,OR output,,outputevents,2,Free Form Intake,,,,carevue,,,
6879,,,,,,44958,1/2strength respalor,,outputevents,2,Free Form Intake,,,,carevue,,,
6880,,,,,,44967,or ascites out,,outputevents,2,,,,,carevue,,,
6881,,,,,,44974,OUTPUT from cc6,,outputevents,2,,,,,carevue,,,
6882,,,,,,44988,PACU output,,outputevents,2,,,,,carevue,,,
6883,,,,,,45005,thorencentesis,,outputevents,2,,,,,carevue,,,
6884,,,,,,45076,ABD FISTULA,,outputevents,2,,,,,carevue,,,
6885,,,,,,45141,today at falmout,,outputevents,2,Free Form Intake,,,,carevue,,,
6886,,,,,,45142,today at falmouth,,outputevents,2,,,,,carevue,,,
6887,,,,,,45221,paracentesis/OR,,outputevents,2,,,,,carevue,,,
6888,,,,,,45266,OR washout,,outputevents,2,,,,,carevue,,,
6889,,,,,,45368,JP site drainage,,outputevents,2,Free Form Intake,,,,carevue,,,
6890,,,,,,45411,PACU Out,,outputevents,2,,,,,carevue,,,
6891,,,,,,45419,g-tube feeding,,outputevents,2,,,,,carevue,,,
6892,,,,,,45494,plueral tap,,outputevents,2,Free Form Intake,,,,carevue,,,
6893,,,,,,45517,Drain 1 flush L side,,outputevents,2,Free Form Intake,,,,carevue,,,
6894,,,,,,45518,Drain 3 flush R side,,outputevents,2,Free Form Intake,,,,carevue,,,
6895,,,,,,45523,Pericardial Tap,,outputevents,2,,,,,carevue,,,
6896,,,,,,45524,thorocentesis output,,outputevents,2,,,,,carevue,,,
6897,,,,,,45536,BM26(4 neosure 2 MCT,,outputevents,2,Free Form Intake,,,,carevue,,,
6898,,,,,,45607,IR Output,,outputevents,2,,,,,carevue,,,
6899,,,,,,45624,OR OUT (abdominal),,outputevents,2,,,,,carevue,,,
6900,,,,,,45626,L Thoracentesis,,outputevents,2,,,,,carevue,,,
6901,,,,,,45665,thoarcentesis,,outputevents,2,,,,,carevue,,,
6902,,,,,,45702,R. pleural tap,,outputevents,2,,,,,carevue,,,
6903,,,,,,45729,r thoracentesis,,outputevents,2,,,,,carevue,,,
6904,,,,,,45739,R plueral tap,,outputevents,2,,,,,carevue,,,
6905,,,,,,45740,Farr 10 JP Drainage,,outputevents,2,,,,,carevue,,,
6906,,,,,,45750,out pt intake +prbc,,outputevents,2,Free Form Intake,,,,carevue,,,
6907,,,,,,45790,R. Pleural tap,,outputevents,2,,,,,carevue,,,
6908,,,,,,45791,left pleuracentesis,,outputevents,2,,,,,carevue,,,
6909,,,,,,45851,PLEURAL DRAIN,,outputevents,2,,,,,carevue,,,
6910,,,,,,45861,Thoracentesis Left,,outputevents,2,,,,,carevue,,,
6911,,,,,,45888,Baricat taken out,,outputevents,2,,,,,carevue,,,
6912,,,,,,45920,BM26 (4HMF + 2MCT),,outputevents,2,Free Form Intake,,,,carevue,,,
6913,,,,,,45992,OR Stool/NGT,,outputevents,2,,,,,carevue,,,
6914,,,,,,46119,diayalsis out.,,outputevents,2,,,,,carevue,,,
6915,,,,,,46143,thoracentesis tap,,outputevents,2,,,,,carevue,,,
6916,,,,,,46213,pleural drainage/OR,,outputevents,2,,,,,carevue,,,
6917,,,,,,46220,Abd output in OR,,outputevents,2,,,,,carevue,,,
6918,,,,,,46224,drainage fr CT site,,outputevents,2,Free Form Intake,,,,carevue,,,
6919,,,,,,46225,drainge fr CT site,,outputevents,2,,,,,carevue,,,
6920,,,,,,46232,dialysis flush,,outputevents,2,Free Form Intake,,,,carevue,,,
6921,,,,,,46234,output adjustment,,outputevents,2,,,,,carevue,,,
6922,,,,,,46237,chest tube in or,,outputevents,2,,,,,carevue,,,
